Поіменно

Назва пропозиції:


153. Про затвердження Програми підвищення рівня знань податкового законодавства, якості обслуговування платників податків та збільшення надходжень до бюджету міста Рівного на 2015 рік (вх. № 840 від 03.08.2015) [оприлюднено 24.07.2015]. Доповідач: В. Рокунець, виконувач обов’язків начальника Державної податкової інспекції в місті Рівному.




Так  ( Голосування: 38 )


Євтушенко Святослав Ігорович

Бабат Олександр Володимирович

Бобровський Анатолій Леонідович









Богатирчук-Кривко Світлана Кирил

Васильчук Сергій Миколайович

Власенко  Василь Федорович









Галайчук Едуард Костянтинович

Года Маріян Адамович

Грещук Андрій Васильович









Грудницький Володимир Миколайови

Жаровський Михайло Богданович

Запорожець Юрій Миколайович









Зелінська Лариса Володимирівна

Зиль Володимир Васильович

Кімстач Ніна Іванівна









Коваленко Володимир Григорович

Конощук Марія Василівна

Курсик Олександр Васильович









Максименко Тарас Анатолійович

Нестерук Олександр Петрович

Озімковська Антоніна Володимирів









Паладійчук Сергій Богданович

Першогуба Віталій Леонтійович

Покальчук Ольга Кузьмівна









Радько Микола Олексійович

Романенко Юрій Іванович

Сідлецький Юрій Юліанович









Сачук Антон Олександрович

Сачук Олександр Миколайович

Сидоришин Сергій Федорович









Смолярчук Ольга Аркадіївна

Туровська Людмила Валентинівна

Харковець Василь Степанович









Хмилецький Олексій Віталійович

Хомко Володимир Євгенович

Хорхолюк Артур Володимирович









Чугуєвець Анатолій Олександрович

Шевчук Руслан Степанович










Ні  ( Голосування: 0 )

Утрималися  ( Голосування: 1 )


Гладун Любомир Володимирович




Не голосували  ( Загалом: 4 )


Вівсянник Віктор Михайлович

Виноградова Ірина Павлівна

Карпяк Олег Віталійович









Лащук Олександр Іванович



















20.08.2015 15:01:45





Page 1 of 1

