Поіменно

Назва пропозиції:


144. Про звернення Рівненської міської ради до Президента України, Верховної Ради України, Кабінету Міністрів України щодо неприпустимості видалення з Конституції України визначення шлюбу як союзу чоловіка та жінки, неприпустимості появи в Конституції України нового визначення "сексуальна орієнтація", а також вимога щодо захисту життя людини від зачаття до природної смерті [оприлюднено 15.09.2015]. Доповідач: А. Чугуєвець, депутат Рівненської міської ради. 




Так  ( Голосування: 44 )


Євтушенко Святослав Ігорович

Бабат Олександр Володимирович

Богатирчук-Кривко Світлана Кирил









Вівсянник Віктор Михайлович

Валявка Володимир Ярославович

Васильчук Сергій Миколайович









Виноградова Ірина Павлівна

Власенко  Василь Федорович

Галайчук Едуард Костянтинович









Грещук Андрій Васильович

Грудницький Володимир Миколайови

Демчук Валентин Вікторович









Жаровський Михайло Богданович

Запорожець Юрій Миколайович

Зелінська Лариса Володимирівна









Кімстач Ніна Іванівна

Карпяк Олег Віталійович

Керницький Олексій Богданович









Коваленко Володимир Григорович

Конощук Марія Василівна

Курсик Олександр Васильович









Лащук Олександр Іванович

Максименко Тарас Анатолійович

Малашинський В’ячеслав Віталійов









Нестерук Олександр Петрович

Озімковська Антоніна Володимирів

Паладійчук Сергій Богданович









Першогуба Віталій Леонтійович

Покальчук Ольга Кузьмівна

Радько Микола Олексійович









Романенко Юрій Іванович

Сачук Антон Олександрович

Сачук Олександр Миколайович









Сидоришин Сергій Федорович

Смолярчук Ольга Аркадіївна

Туровська Людмила Валентинівна









Харковець Василь Степанович

Хмилецький Олексій Віталійович

Хомко Володимир Євгенович









Хорхолюк Артур Володимирович

Чубай Олександр  Степанович

Чугуєвець Анатолій Олександрович









Шамшин Павло Володимирович

Шевчук Руслан Степанович










Ні  ( Голосування: 0 )

Утрималися  ( Голосування: 1 )


Гладун Любомир Володимирович




Не голосували  ( Загалом: 1 )


Рязанов Станіслав Анатолійович







17.09.2015 14:57:02

Page 1 of 1

